v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in PICT,Proportion in TICT
MACCSFP40,1.76E-05,-7.44E-06,MACCSFP,#00d3ff,18,29,"('[#16]-[#8]', 0)",0.029810298,0.019569472
PubChemFP481,1.26E-05,9.22E-06,PubChemFP,#8a00ff,19,29,O-S-C:C,0.021680217,0.007827789
MACCSFP39,8.02E-06,0,MACCSFP,#00d3ff,20,29,"('[#8]~[#16](~[#8])~[#8]', 0)",0.013550136,0.007827789
PubChemFP456,0,0,PubChemFP,#8a00ff,21,29,P(-O)(=O),0,0
PubChemFP314,1.49E-06,0,PubChemFP,#8a00ff,22,29,O-P,0,0.003913894
PubChemFP407,0,0,PubChemFP,#8a00ff,23,29,O(~C)(~P),0,0
PharmacoErGFP369,3.33E-06,0,PharmacoErGFP,#005dff,24,29,"('Negative', 'Aromatic', 13)",0,0.011741683
PharmacoErGFP391,3.26E-05,-1.28E-06,PharmacoErGFP,#005dff,25,29,"('Hydrophobic', 'Hydrophobic', 14)",0.013550136,0.050880626
PharmacoErGFP392,1.08E-05,-1.83E-05,PharmacoErGFP,#005dff,26,29,"('Hydrophobic', 'Hydrophobic', 15)",0.005420054,0.043052838
PharmacoErGFP194,5.98E-06,5.61E-06,PharmacoErGFP,#005dff,27,29,"('Acceptor', 'Hydrophobic', 6)",0.005420054,0.019569472
PharmacoErGFP95,-3.17E-08,-8.84E-06,PharmacoErGFP,#005dff,28,29,"('Donor', 'Hydrophobic', 12)",0,0.003913894
PharmacoErGFP335,0,0,PharmacoErGFP,#005dff,29,29,"('Negative', 'Negative', 21)",0,0
PharmacoErGFP329,0,0,PharmacoErGFP,#005dff,30,29,"('Negative', 'Negative', 15)",0,0
PharmacoErGFP347,3.61E-05,8.17E-07,PharmacoErGFP,#005dff,31,29,"('Negative', 'Hydrophobic', 12)",0.046070461,0.025440313
PharmacoErGFP346,3.96E-05,1.34E-05,PharmacoErGFP,#005dff,32,29,"('Negative', 'Hydrophobic', 11)",0.056910569,0.02739726
PharmacoErGFP166,1.71E-05,-3.59E-05,PharmacoErGFP,#005dff,33,29,"('Acceptor', 'Positive', 20)",0.056910569,0.031311155
PharmacoErGFP64,-2.47E-06,-1.20E-05,PharmacoErGFP,#005dff,34,29,"('Donor', 'Negative', 2)",0.010840108,0.001956947
PharmacoErGFP301,4.64E-07,0,PharmacoErGFP,#005dff,35,29,"('Positive', 'Aromatic', 8)",0,0.001956947
PubChemFP583,0,0,PubChemFP,#8a00ff,0,30,Cl-C:C-O-C,0,0
PubChemFP750,0,0,PubChemFP,#8a00ff,1,30,Nc1cc(Cl)ccc1,0,0
PubChemFP591,-4.60E-07,-3.12E-05,PubChemFP,#8a00ff,2,30,Cl-C-C-C-C,0.016260163,0.017612524
PubChemFP813,0,0,PubChemFP,#8a00ff,3,30,NC1CC(Cl)CCC1,0,0
PubChemFP598,-1.14E-06,0,PubChemFP,#8a00ff,4,30,Cl-C:C:C-C,0.010840108,0.001956947
PubChemFP550,-1.70E-06,-8.42E-06,PubChemFP,#8a00ff,5,30,Cl-C-C-C,0.016260163,0.019569472
PubChemFP729,0,0,PubChemFP,#8a00ff,6,30,Nc1ccc(Cl)cc1,0,0
PubChemFP37,-3.27E-06,-1.06E-05,PubChemFP,#8a00ff,7,30,>= 1 Cl,0.01897019,0.019569472
PubChemFP752,0,0,PubChemFP,#8a00ff,8,30,Clc1cc(Cl)ccc1,0,0
PubChemFP831,1.68E-06,0,PubChemFP,#8a00ff,9,30,SC1C(Cl)CCCC1,0.002710027,0
PubChemFP825,0,0,PubChemFP,#8a00ff,10,30,OC1C(S)CCCC1,0.002710027,0
PubChemFP829,0,0,PubChemFP,#8a00ff,11,30,SC1C(S)CCCC1,0,0
PubChemFP766,0,0,PubChemFP,#8a00ff,12,30,Sc1c(S)cccc1,0,0
PubChemFP724,4.03E-06,-5.69E-06,PubChemFP,#8a00ff,13,30,Sc1ccc(S)cc1,0.008130081,0.005870841
PubChemFP787,5.63E-06,-2.23E-05,PubChemFP,#8a00ff,14,30,SC1CCC(S)CC1,0.008130081,0.005870841
PubChemFP34,5.99E-06,2.22E-05,PubChemFP,#8a00ff,15,30,>= 2 S,0.010840108,0.009784736
PubChemFP317,0,0,PubChemFP,#8a00ff,16,30,F-S,0,0
PubChemFP459,0,0,PubChemFP,#8a00ff,17,30,S(=O)(=O),0,0
MACCSFP55,1.83E-05,3.79E-05,MACCSFP,#00d3ff,18,30,"('[#8]~[#16]~[#8]', 0)",0.024390244,0.019569472
MACCSFP58,1.65E-05,-9.39E-07,MACCSFP,#00d3ff,19,30,"('[!#6;!#1]~[#16]~[!#6;!#1]', 0)",0.043360434,0.037181996
PubChemFP458,0,0,PubChemFP,#8a00ff,20,30,S(-O)(=O),0,0
PubChemFP408,6.07E-06,0,PubChemFP,#8a00ff,21,30,O(~H)(~S),0.005420054,0
MACCSFP48,5.01E-06,0,MACCSFP,#00d3ff,22,30,"('[#8]~[!#6;!#1](~[#8])(~[#8])', 0)",0.013550136,0.007827789
PubChemFP411,0,0,PubChemFP,#8a00ff,23,30,P(~O)(~O),0,0
PharmacoErGFP370,8.68E-06,0,PharmacoErGFP,#005dff,24,30,"('Negative', 'Aromatic', 14)",0,0.015655577
PharmacoErGFP371,9.28E-06,0,PharmacoErGFP,#005dff,25,30,"('Negative', 'Aromatic', 15)",0,0.009784736
PharmacoErGFP393,1.03E-05,9.94E-06,PharmacoErGFP,#005dff,26,30,"('Hydrophobic', 'Hydrophobic', 16)",0,0.02739726
PharmacoErGFP195,4.35E-06,2.12E-06,PharmacoErGFP,#005dff,27,30,"('Acceptor', 'Hydrophobic', 7)",0,0.017612524
PharmacoErGFP275,0,0,PharmacoErGFP,#005dff,28,30,"('Positive', 'Hydrophobic', 3)",0,0
PharmacoErGFP337,0,0,PharmacoErGFP,#005dff,29,30,"('Negative', 'Hydrophobic', 2)",0,0
PharmacoErGFP336,0,0,PharmacoErGFP,#005dff,30,30,"('Negative', 'Hydrophobic', 1)",0,0
PharmacoErGFP328,0,0,PharmacoErGFP,#005dff,31,30,"('Negative', 'Negative', 14)",0,0
PharmacoErGFP160,3.72E-05,1.32E-05,PharmacoErGFP,#005dff,32,30,"('Acceptor', 'Positive', 14)",0.075880759,0.04109589
PharmacoErGFP164,2.33E-05,-8.06E-07,PharmacoErGFP,#005dff,33,30,"('Acceptor', 'Positive', 18)",0.048780488,0.023483366
PharmacoErGFP60,2.24E-05,-3.04E-05,PharmacoErGFP,#005dff,34,30,"('Donor', 'Positive', 19)",0.073170732,0.037181996
PharmacoErGFP244,0,0,PharmacoErGFP,#005dff,35,30,"('Positive', 'Positive', 14)",0,0
PubChemFP827,0,0,PubChemFP,#8a00ff,0,31,OC1C(Cl)CCCC1,0,0
PubChemFP501,-4.67E-08,0,PubChemFP,#8a00ff,1,31,Cl-C:C-C,0.010840108,0.003913894
PubChemFP822,0,0,PubChemFP,#8a00ff,2,31,CC1C(Cl)CCCC1,0,0
PubChemFP759,0,0,PubChemFP,#8a00ff,3,31,Cc1c(Cl)cccc1,0,0
PubChemFP503,-7.83E-07,0,PubChemFP,#8a00ff,4,31,Cl-C:C-[#1],0.002710027,0.001956947
PubChemFP789,0,0,PubChemFP,#8a00ff,5,31,SC1CCC(Cl)CC1,0,0
PubChemFP810,0,0,PubChemFP,#8a00ff,6,31,SC1CC(Cl)CCC1,0,0
PubChemFP726,0,0,PubChemFP,#8a00ff,7,31,Sc1ccc(Cl)cc1,0,0
PubChemFP747,0,0,PubChemFP,#8a00ff,8,31,Sc1cc(Cl)ccc1,0,0
PubChemFP768,-5.41E-07,0,PubChemFP,#8a00ff,9,31,Sc1c(Cl)cccc1,0.002710027,0
PubChemFP762,0,0,PubChemFP,#8a00ff,10,31,Oc1c(S)cccc1,0.002710027,0
PubChemFP741,-6.50E-07,0,PubChemFP,#8a00ff,11,31,Oc1cc(S)ccc1,0.002710027,0
PubChemFP799,4.06E-05,-1.54E-06,PubChemFP,#8a00ff,12,31,CC1CC(S)CCC1,0.070460705,0.045009785
PubChemFP736,2.85E-05,2.05E-05,PubChemFP,#8a00ff,13,31,Cc1cc(S)ccc1,0.070460705,0.045009785
PubChemFP808,0,0,PubChemFP,#8a00ff,14,31,SC1CC(S)CCC1,0,0
PubChemFP745,0,0,PubChemFP,#8a00ff,15,31,Sc1cc(S)ccc1,0,0
PubChemFP746,1.09E-06,3.29E-05,PubChemFP,#8a00ff,16,31,Sc1cc(N)ccc1,0.008130081,0.005870841
PubChemFP778,1.13E-05,8.22E-06,PubChemFP,#8a00ff,17,31,CC1CCC(S)CC1,0.01897019,0.005870841
PubChemFP465,0,0,PubChemFP,#8a00ff,18,31,O=S-C-C,0,0
MACCSFP73,4.20E-07,0,MACCSFP,#00d3ff,19,31,"('[#16]=*', 0)",0,0.003913894
MACCSFP67,3.91E-05,-1.49E-05,MACCSFP,#00d3ff,20,31,"('[!#6;!#1]~[#16]', 0)",0.048780488,0.037181996
MACCSFP60,0,0,MACCSFP,#00d3ff,21,31,"('[#16]=[#8]', 0)",0,0
MACCSFP33,8.08E-06,3.39E-06,MACCSFP,#00d3ff,22,31,"('[#7]~[#16]', 0)",0.021680217,0.019569472
MACCSFP32,1.22E-06,0,MACCSFP,#00d3ff,23,31,"('[#6]~[#16]~[#7]', 0)",0.002710027,0.001956947
PubChemFP425,0,0,PubChemFP,#8a00ff,24,31,P=O,0,0
PharmacoErGFP372,1.11E-05,0,PharmacoErGFP,#005dff,25,31,"('Negative', 'Aromatic', 16)",0.002710027,0.011741683
PharmacoErGFP394,-8.85E-07,4.97E-06,PharmacoErGFP,#005dff,26,31,"('Hydrophobic', 'Hydrophobic', 17)",0,0.019569472
PharmacoErGFP196,5.32E-06,1.28E-05,PharmacoErGFP,#005dff,27,31,"('Acceptor', 'Hydrophobic', 8)",0,0.011741683
PharmacoErGFP96,0,-1.18E-05,PharmacoErGFP,#005dff,28,31,"('Donor', 'Hydrophobic', 13)",0,0.001956947
PharmacoErGFP276,0,0,PharmacoErGFP,#005dff,29,31,"('Positive', 'Hydrophobic', 4)",0,0
PharmacoErGFP339,0,0,PharmacoErGFP,#005dff,30,31,"('Negative', 'Hydrophobic', 4)",0,0
PharmacoErGFP327,3.42E-07,0,PharmacoErGFP,#005dff,31,31,"('Negative', 'Negative', 13)",0.005420054,0
PharmacoErGFP161,2.99E-05,-2.66E-06,PharmacoErGFP,#005dff,32,31,"('Acceptor', 'Positive', 15)",0.075880759,0.037181996
PharmacoErGFP320,0,0,PharmacoErGFP,#005dff,33,31,"('Negative', 'Negative', 6)",0,0
PharmacoErGFP243,0,0,PharmacoErGFP,#005dff,34,31,"('Positive', 'Positive', 13)",0.002710027,0
PharmacoErGFP63,6.78E-07,-3.10E-07,PharmacoErGFP,#005dff,35,31,"('Donor', 'Negative', 1)",0.013550136,0.001956947
PubChemFP669,-7.29E-07,0,PubChemFP,#8a00ff,0,32,Cl-C:C-C=O,0.008130081,0
PubChemFP732,0,0,PubChemFP,#8a00ff,1,32,Clc1ccc(Br)cc1,0,0
PubChemFP733,0,0,PubChemFP,#8a00ff,2,32,Brc1ccc(Br)cc1,0,0
PubChemFP45,0,0,PubChemFP,#8a00ff,3,32,>= 4 Br,0,0
PubChemFP838,0,0,PubChemFP,#8a00ff,4,32,BrC1C(Br)CCCC1,0,0
PubChemFP775,0,0,PubChemFP,#8a00ff,5,32,Brc1c(Br)cccc1,0,0
PubChemFP796,0,0,PubChemFP,#8a00ff,6,32,BrC1CCC(Br)CC1,0,0
PubChemFP44,-5.30E-07,1.08E-05,PubChemFP,#8a00ff,7,32,>= 2 Br,0.005420054,0.005870841
PubChemFP817,0,-1.00E-05,PubChemFP,#8a00ff,8,32,BrC1CC(Br)CCC1,0,0.001956947
PubChemFP754,0,4.34E-06,PubChemFP,#8a00ff,9,32,Brc1cc(Br)ccc1,0,0.001956947
PubChemFP534,-4.75E-07,0,PubChemFP,#8a00ff,10,32,S-C:C-O,0.005420054,0.001956947
PubChemFP804,1.08E-07,0,PubChemFP,#8a00ff,11,32,OC1CC(S)CCC1,0.002710027,0
PubChemFP767,5.65E-05,9.93E-05,PubChemFP,#8a00ff,12,32,Sc1c(N)cccc1,0.162601626,0.115459883
PubChemFP757,4.50E-06,1.67E-05,PubChemFP,#8a00ff,13,32,Cc1c(S)cccc1,0.021680217,0.011741683
PubChemFP532,6.83E-05,-2.17E-05,PubChemFP,#8a00ff,14,32,S-C:C-[#1],0.227642276,0.166340509
MACCSFP59,5.18E-05,-3.14E-05,MACCSFP,#00d3ff,15,32,"('[#16]!:*:*', 0)",0.097560976,0.062622309
PubChemFP629,-1.05E-07,1.01E-05,PubChemFP,#8a00ff,16,32,S-C:C:C-N,0.008130081,0.007827789
MACCSFP64,1.57E-05,-3.12E-05,MACCSFP,#00d3ff,17,32,"('*@*!@[#16]', 0)",0.021680217,0.021526419
PubChemFP809,3.00E-07,1.06E-05,PubChemFP,#8a00ff,18,32,SC1CC(N)CCC1,0.008130081,0.005870841
PubChemFP715,9.89E-06,-6.00E-06,PubChemFP,#8a00ff,19,32,Cc1ccc(S)cc1,0.01897019,0.005870841
PubChemFP414,2.10E-05,1.14E-05,PubChemFP,#8a00ff,20,32,S(~C)(~O),0.029810298,0.019569472
MACCSFP51,2.16E-05,-1.66E-05,MACCSFP,#00d3ff,21,32,"('[#6]~[#16]~[#8]', 0)",0.029810298,0.019569472
PubChemFP483,3.95E-06,0,PubChemFP,#8a00ff,22,32,N-S-C:C,0.002710027,0.001956947
MACCSFP61,2.56E-05,-1.21E-05,MACCSFP,#00d3ff,23,32,"('*~[#16](~*)~*', 0)",0.029810298,0.019569472
PubChemFP305,3.63E-06,1.85E-06,PubChemFP,#8a00ff,24,32,N-S,0.021680217,0.019569472
PharmacoErGFP373,1.78E-06,0,PharmacoErGFP,#005dff,25,32,"('Negative', 'Aromatic', 17)",0.002710027,0.003913894
PharmacoErGFP395,3.49E-06,-1.67E-05,PharmacoErGFP,#005dff,26,32,"('Hydrophobic', 'Hydrophobic', 18)",0,0.01369863
PharmacoErGFP197,2.34E-06,4.04E-06,PharmacoErGFP,#005dff,27,32,"('Acceptor', 'Hydrophobic', 9)",0,0.009784736
PharmacoErGFP97,0,-7.85E-06,PharmacoErGFP,#005dff,28,32,"('Donor', 'Hydrophobic', 14)",0,0.003913894
PharmacoErGFP199,-5.33E-08,1.80E-06,PharmacoErGFP,#005dff,29,32,"('Acceptor', 'Hydrophobic', 11)",0,0.003913894
PharmacoErGFP338,0,0,PharmacoErGFP,#005dff,30,32,"('Negative', 'Hydrophobic', 3)",0,0
PharmacoErGFP326,-2.98E-07,0,PharmacoErGFP,#005dff,31,32,"('Negative', 'Negative', 12)",0.005420054,0
PharmacoErGFP345,2.44E-05,-3.69E-05,PharmacoErGFP,#005dff,32,32,"('Negative', 'Hydrophobic', 10)",0.067750678,0.031311155
PharmacoErGFP321,0,0,PharmacoErGFP,#005dff,33,32,"('Negative', 'Negative', 7)",0,0
PharmacoErGFP240,0,0,PharmacoErGFP,#005dff,34,32,"('Positive', 'Positive', 10)",0,0
PharmacoErGFP242,0,0,PharmacoErGFP,#005dff,35,32,"('Positive', 'Positive', 12)",0.002710027,0
PubChemFP795,0,0,PubChemFP,#8a00ff,0,33,ClC1CCC(Br)CC1,0,0
PubChemFP739,1.23E-06,4.40E-06,PubChemFP,#8a00ff,1,33,Cc1cc(Br)ccc1,0,0.007827789
PubChemFP744,0,0,PubChemFP,#8a00ff,2,33,Oc1cc(Br)ccc1,0,0
PubChemFP802,-8.68E-07,-8.29E-07,PubChemFP,#8a00ff,3,33,CC1CC(Br)CCC1,0,0.007827789
PubChemFP765,0,0,PubChemFP,#8a00ff,4,33,Oc1c(Br)cccc1,0,0
PubChemFP828,0,0,PubChemFP,#8a00ff,5,33,OC1C(Br)CCCC1,0,0
PubChemFP807,0,0,PubChemFP,#8a00ff,6,33,OC1CC(Br)CCC1,0,0
PubChemFP760,3.04E-07,0,PubChemFP,#8a00ff,7,33,Cc1c(Br)cccc1,0,0.001956947
PubChemFP793,-3.45E-07,5.59E-06,PubChemFP,#8a00ff,8,33,NC1CCC(Br)CC1,0.002710027,0.005870841
PubChemFP327,-3.33E-07,2.37E-06,PubChemFP,#8a00ff,9,33,C(~Br)(~C),0.008130081,0.011741683
PubChemFP865,0,0,PubChemFP,#8a00ff,10,33,CC1C(Br)CCC1,0,0
PubChemFP844,0,0,PubChemFP,#8a00ff,11,33,CC1CC(Br)CC1,0,0
PubChemFP830,3.97E-05,-3.50E-05,PubChemFP,#8a00ff,12,33,SC1C(N)CCCC1,0.162601626,0.115459883
PubChemFP471,2.40E-05,-6.42E-05,PubChemFP,#8a00ff,13,33,S:C:C:C,0.140921409,0.113502935
PubChemFP531,6.39E-05,-3.09E-05,PubChemFP,#8a00ff,14,33,S-C:C-C,0.233062331,0.176125245
PubChemFP383,5.69E-05,6.75E-05,PubChemFP,#8a00ff,15,33,C(~S)(:C),0.235772358,0.181996086
PubChemFP500,4.17E-05,-3.61E-05,PubChemFP,#8a00ff,16,33,C-S-C:C,0.227642276,0.180039139
PubChemFP820,2.80E-06,1.72E-05,PubChemFP,#8a00ff,17,33,CC1C(S)CCCC1,0.021680217,0.011741683
MACCSFP81,3.58E-05,4.57E-05,MACCSFP,#00d3ff,18,33,"('[#16]~*(~*)~*', 0)",0.241192412,0.187866928
PubChemFP469,0,0,PubChemFP,#8a00ff,19,33,S-S-C:C,0,0
PubChemFP725,2.35E-06,-1.65E-06,PubChemFP,#8a00ff,20,33,Sc1ccc(N)cc1,0.002710027,0.007827789
PubChemFP788,3.41E-06,-1.08E-05,PubChemFP,#8a00ff,21,33,SC1CCC(N)CC1,0.002710027,0.007827789
PubChemFP783,-5.89E-07,0,PubChemFP,#8a00ff,22,33,OC1CCC(S)CC1,0.002710027,0
PubChemFP457,0,0,PubChemFP,#8a00ff,23,33,S(-C)(=O),0,0
PubChemFP468,0,0,PubChemFP,#8a00ff,24,33,O=S-C-N,0,0
PharmacoErGFP374,2.27E-06,0,PharmacoErGFP,#005dff,25,33,"('Negative', 'Aromatic', 18)",0.002710027,0.001956947
PharmacoErGFP375,0,0,PharmacoErGFP,#005dff,26,33,"('Negative', 'Aromatic', 19)",0,0
PharmacoErGFP396,1.69E-08,-2.93E-06,PharmacoErGFP,#005dff,27,33,"('Hydrophobic', 'Hydrophobic', 19)",0,0.009784736
PharmacoErGFP399,-3.19E-08,0,PharmacoErGFP,#005dff,28,33,"('Hydrophobic', 'Aromatic', 1)",0,0.003913894
PharmacoErGFP277,-1.04E-07,0,PharmacoErGFP,#005dff,29,33,"('Positive', 'Hydrophobic', 5)",0,0.001956947
PharmacoErGFP98,0,-3.35E-06,PharmacoErGFP,#005dff,30,33,"('Donor', 'Hydrophobic', 15)",0,0.001956947
PharmacoErGFP165,1.14E-05,-2.07E-05,PharmacoErGFP,#005dff,31,33,"('Acceptor', 'Positive', 19)",0.06504065,0.021526419
PharmacoErGFP342,1.74E-05,2.22E-07,PharmacoErGFP,#005dff,32,33,"('Negative', 'Hydrophobic', 7)",0.073170732,0.031311155
PharmacoErGFP61,7.08E-06,-1.14E-05,PharmacoErGFP,#005dff,33,33,"('Donor', 'Positive', 20)",0.073170732,0.037181996
PharmacoErGFP322,0,0,PharmacoErGFP,#005dff,34,33,"('Negative', 'Negative', 8)",0,0
PharmacoErGFP62,1.10E-06,0,PharmacoErGFP,#005dff,35,33,"('Donor', 'Positive', 21)",0.005420054,0.001956947
PubChemFP727,0,0,PubChemFP,#8a00ff,0,34,Sc1ccc(Br)cc1,0,0
PubChemFP723,0,0,PubChemFP,#8a00ff,1,34,Oc1ccc(Br)cc1,0,0
PubChemFP832,0,0,PubChemFP,#8a00ff,2,34,SC1C(Br)CCCC1,0,0
PubChemFP748,0,0,PubChemFP,#8a00ff,3,34,Sc1cc(Br)ccc1,0,0.001956947
PubChemFP554,-8.77E-07,1.38E-05,PubChemFP,#8a00ff,4,34,Br-C-C-C,0.008130081,0.011741683
PubChemFP811,0,0,PubChemFP,#8a00ff,5,34,SC1CC(Br)CCC1,0,0.001956947
PubChemFP823,1.18E-06,0,PubChemFP,#8a00ff,6,34,CC1C(Br)CCCC1,0,0.001956947
PubChemFP751,0,0,PubChemFP,#8a00ff,7,34,Nc1cc(Br)ccc1,0,0
PubChemFP774,0,0,PubChemFP,#8a00ff,8,34,Clc1c(Br)cccc1,0,0
PubChemFP730,5.03E-07,-2.36E-06,PubChemFP,#8a00ff,9,34,Nc1ccc(Br)cc1,0.002710027,0.005870841
PubChemFP837,0,0,PubChemFP,#8a00ff,10,34,ClC1C(Br)CCCC1,0,0
PubChemFP562,0,0,PubChemFP,#8a00ff,11,34,Br-C-C=O,0.002710027,0
PubChemFP475,3.09E-05,1.93E-05,PubChemFP,#8a00ff,12,34,S-C=N-C,0.105691057,0.095890411
PubChemFP473,1.49E-05,-2.69E-05,PubChemFP,#8a00ff,13,34,S-C:N:C,0.105691057,0.095890411
PubChemFP474,-6.21E-06,-7.27E-05,PubChemFP,#8a00ff,14,34,S:C:C:N,0.105691057,0.095890411
PubChemFP533,1.94E-05,2.05E-05,PubChemFP,#8a00ff,15,34,S-C:C-N,0.165311653,0.13111546
PubChemFP513,2.19E-05,-8.23E-05,PubChemFP,#8a00ff,16,34,S:C:C-[#1],0.138211382,0.111545988
PubChemFP412,3.39E-05,-2.63E-05,PubChemFP,#8a00ff,17,34,S(~C)(~C),0.233062331,0.18590998
PubChemFP479,0,0,PubChemFP,#8a00ff,18,34,S-C-S-C,0,0
PubChemFP507,5.80E-05,-2.86E-05,PubChemFP,#8a00ff,19,34,C-C-S-C,0.233062331,0.18590998
PubChemFP293,5.42E-05,-3.51E-05,PubChemFP,#8a00ff,20,34,C-S,0.243902439,0.195694716
PubChemFP586,3.92E-05,4.51E-06,PubChemFP,#8a00ff,21,34,C-S-C-C-C,0.233062331,0.176125245
MACCSFP88,0.000101021,-2.34E-05,MACCSFP,#00d3ff,22,34,"('[#16]', 0)",0.257452575,0.207436399
PubChemFP33,3.16E-05,8.58E-05,PubChemFP,#8a00ff,23,34,>= 1 S,0.113821138,0.078277886
MACCSFP14,0,0,MACCSFP,#00d3ff,24,34,"('[#16]-[#16]', 0)",0,0
PubChemFP720,-2.95E-08,0,PubChemFP,#8a00ff,25,34,Oc1ccc(S)cc1,0.002710027,0
PharmacoErGFP376,0,-2.49E-06,PharmacoErGFP,#005dff,26,34,"('Negative', 'Aromatic', 20)",0,0.001956947
PharmacoErGFP397,1.89E-06,0,PharmacoErGFP,#005dff,27,34,"('Hydrophobic', 'Hydrophobic', 20)",0,0.007827789
PharmacoErGFP398,1.19E-06,0,PharmacoErGFP,#005dff,28,34,"('Hydrophobic', 'Hydrophobic', 21)",0,0.005870841
PharmacoErGFP278,1.13E-07,0,PharmacoErGFP,#005dff,29,34,"('Positive', 'Hydrophobic', 6)",0,0.001956947
PharmacoErGFP99,0,6.06E-07,PharmacoErGFP,#005dff,30,34,"('Donor', 'Hydrophobic', 16)",0,0.001956947
PharmacoErGFP324,0,0,PharmacoErGFP,#005dff,31,34,"('Negative', 'Negative', 10)",0,0
PharmacoErGFP323,0,0,PharmacoErGFP,#005dff,32,34,"('Negative', 'Negative', 9)",0,0
PharmacoErGFP344,1.15E-05,4.98E-06,PharmacoErGFP,#005dff,33,34,"('Negative', 'Hydrophobic', 9)",0.070460705,0.031311155
PharmacoErGFP162,1.81E-06,0,PharmacoErGFP,#005dff,34,34,"('Acceptor', 'Positive', 16)",0.027100271,0.019569472
PharmacoErGFP241,0,0,PharmacoErGFP,#005dff,35,34,"('Positive', 'Positive', 11)",0.002710027,0
PubChemFP790,0,0,PubChemFP,#8a00ff,0,35,SC1CCC(Br)CC1,0,0
PubChemFP675,-1.30E-06,2.32E-06,PubChemFP,#8a00ff,1,35,Br-C-C-C:C,0.008130081,0.009784736
PubChemFP509,-3.11E-07,3.13E-06,PubChemFP,#8a00ff,2,35,Br-C:C-C,0.005420054,0.009784736
PubChemFP786,0,0,PubChemFP,#8a00ff,3,35,OC1CCC(Br)CC1,0,0
PubChemFP769,0,0,PubChemFP,#8a00ff,4,35,Sc1c(Br)cccc1,0,0
PubChemFP330,6.67E-07,-1.08E-06,PubChemFP,#8a00ff,5,35,C(~Br)(:C),0.005420054,0.009784736
PubChemFP328,2.90E-07,-2.96E-06,PubChemFP,#8a00ff,6,35,C(~Br)(~C)(~C),0.008130081,0.009784736
PubChemFP772,0,-5.35E-06,PubChemFP,#8a00ff,7,35,Nc1c(Br)cccc1,0,0.001956947
MACCSFP46,-9.72E-07,-2.10E-07,MACCSFP,#00d3ff,8,35,"('Br', 0)",0.008130081,0.011741683
PubChemFP43,-1.88E-06,4.29E-06,PubChemFP,#8a00ff,9,35,>= 1 Br,0.008130081,0.011741683
PubChemFP297,-9.81E-07,-2.98E-06,PubChemFP,#8a00ff,10,35,C-Br,0.008130081,0.011741683
PubChemFP329,-3.14E-06,0,PubChemFP,#8a00ff,11,35,C(~Br)(~H),0,0.001956947
PubChemFP331,0,0,PubChemFP,#8a00ff,12,35,C(~Br)(:N),0,0
PubChemFP478,0,0,PubChemFP,#8a00ff,13,35,S-C=N-[#1],0,0
PubChemFP489,1.80E-05,-4.64E-05,PubChemFP,#8a00ff,14,35,N-C-S-C,0.105691057,0.105675147
PubChemFP508,5.96E-06,-5.37E-05,PubChemFP,#8a00ff,15,35,S=C-N-C,0.105691057,0.101761252
MACCSFP47,3.24E-06,5.85E-06,MACCSFP,#00d3ff,16,35,"('[#16]~*~[#7]', 0)",0.105691057,0.107632094
PubChemFP511,2.09E-06,0,PubChemFP,#8a00ff,17,35,S=C-N-[#1],0,0.003913894
PubChemFP480,1.39E-05,-6.62E-05,PubChemFP,#8a00ff,18,35,C:S:C-C,0.146341463,0.13111546
PubChemFP421,1.63E-05,-3.85E-05,PubChemFP,#8a00ff,19,35,C=S,0.146341463,0.135029354
PubChemFP658,3.30E-05,2.97E-05,PubChemFP,#8a00ff,20,35,C-C-S-C-C,0.227642276,0.166340509
MACCSFP36,3.51E-05,-7.88E-05,MACCSFP,#00d3ff,21,35,"('[#16R]', 0)",0.235772358,0.183953033
PubChemFP353,4.20E-05,2.83E-05,PubChemFP,#8a00ff,22,35,C(~C)(~S),0.243902439,0.195694716
PubChemFP368,3.75E-05,3.86E-05,PubChemFP,#8a00ff,23,35,C(~H)(~S),0.029810298,0.037181996
PubChemFP349,7.90E-06,2.79E-05,PubChemFP,#8a00ff,24,35,C(~C)(~H)(~S),0.024390244,0.031311155
PubChemFP413,1.12E-06,0,PubChemFP,#8a00ff,25,35,S(~C)(~H),0,0.001956947
PharmacoErGFP377,0,-4.82E-07,PharmacoErGFP,#005dff,26,35,"('Negative', 'Aromatic', 21)",0,0.001956947
PharmacoErGFP378,1.38E-08,-2.24E-06,PharmacoErGFP,#005dff,27,35,"('Hydrophobic', 'Hydrophobic', 1)",0,0.003913894
PharmacoErGFP198,6.69E-09,-2.26E-06,PharmacoErGFP,#005dff,28,35,"('Acceptor', 'Hydrophobic', 10)",0,0.003913894
PharmacoErGFP279,1.76E-07,0,PharmacoErGFP,#005dff,29,35,"('Positive', 'Hydrophobic', 7)",0,0.001956947
PharmacoErGFP379,7.71E-08,0,PharmacoErGFP,#005dff,30,35,"('Hydrophobic', 'Hydrophobic', 2)",0,0.001956947
PharmacoErGFP325,1.02E-07,0,PharmacoErGFP,#005dff,31,35,"('Negative', 'Negative', 11)",0.005420054,0
PharmacoErGFP340,6.56E-06,2.97E-06,PharmacoErGFP,#005dff,32,35,"('Negative', 'Hydrophobic', 5)",0.051490515,0.021526419
